Document_No,Topic_Num,Topic_Perc_Contrib,Keywords,Text,Title,url
70554,23.0,0.6736000180244446,"concentration, effect, use, dose, increase, high, water, low, show, vitamin",the effect of alcohol hand rub was tested in eradicating escherichia coli and compared with hand wash using ozonized tap water or soap and water alcohol eradicated all bacteria in 10 out of 35 participants but with an average (sd) of 2330 (4227) cfuml left after disinfection whereas ozonized water removed all bacteria in 10 out of 55 participants with an average of only 538 (801) cfuml left (p = 0045) soap washing was the most effective with total removal of bacteria in six out of 20 participants with an average of 98 (139) cfuml (p = 0048 and 0018 versus ozonized water and alcohol respectively),"Effects of hand disinfection with alcohol hand rub, ozonized water, or soap and water: time for reconsideration?",https://www.ncbi.nlm.nih.gov/pubmed/32229145/; https://api.elsevier.com/content/article/pii/S0195670120301134; https://doi.org/10.1016/j.jhin.2020.03.014; https://www.sciencedirect.com/science/article/pii/S0195670120301134?v=s5
55462,23.0,0.6611999869346619,"concentration, effect, use, dose, increase, high, water, low, show, vitamin",endophytic fungi viz nigrospora sphaerica (e1 and e6) subramaniula cristata (e7) and polycephalomyces sinensis (e8 and e10) were isolated from the medicinal plant shirazi thyme (zataria multiflora) in in vitro tests these endophytes inhibited the mycelial growth of monosporascus cannonballus a plant pathogenic fungus morphological abnormalities in the hyphae of m cannonballus at the edge of the inhibition zone in dual cultures with n sphaerica were observed the culture filtrates of these endophytes caused leakage of electrolytes from the mycelium of m cannonballus to our knowledge this is the first report on the isolation and characterization of fungal endophytes from z multiflora as well as their antifungal effect on m cannonballus endophytic fungi viz nigrospora sphaerica (e1 and e6) subramaniula cristata (e7) and polycephalomyces sinensis (e8 and e10) were isolated from the medicinal plant shirazi thyme (zataria multiflora) in in vitro tests these endophytes inhibited the mycelial growth of monosporascus cannonballus a plant pathogenic fungus morphological abnormalities in the hyphae of m cannonballus at the edge of the inhibition zone in dual cultures with n sphaerica were observed the culture filtrates of these endophytes caused leakage of electrolytes from the mycelium of m cannonballus to our knowledge this is the first report on the isolation and characterization of fungal endophytes from z multiflora as well as their antifungal effect on m cannonballus,In vitro Antagonistic Activity of Endophytic Fungi Isolated from Shirazi Thyme (Zataria multiflora Boiss.) against Monosporascus cannonballus.,https://doi.org/10.21307/pjm-2020-029; https://www.ncbi.nlm.nih.gov/pubmed/32735104/
116568,23.0,0.6488999724388123,"concentration, effect, use, dose, increase, high, water, low, show, vitamin",streptococcus mutans (s mutans) is the principal etiologic agent in the occurrence of human dental caries and the formation of biofilms on the surface of teeth tea tree oil (tto) has been demonstrated to exhibit a wide range of pharmacological actions that can effectively inhibit the activity of bacteria in this context we evaluated the in vitro antimicrobial effects of tto on s mutans both during planktonic growth and in biofilms compared with 02% chx we determined the minimal inhibitory concentration (mic) and minimal bactericidal concentration (mbc) using the microdilution method the bacteriostatic rate using an mtt assay and the antimicrobial time using a time-kill assay then we explored the effects of tto on acid production and cell integrity furthermore the effects of tto on the biomass and bacterial activity of s mutans biofilms were studied finally scanning electron microscopy (sem) and confocal laser scanning microscopy (clsm) were used to investigate the structure and activity of biofilms the mic and mbc values were 0125% and 025% and the bacterial inhibition rate was concentration dependent tto can effectively inhibit bacterial acid production and destroy the integrity of the cell membrane electron micrographs revealed a reduction in bacterial aggregation inhibited biofilm formation and reduced biofilm thickness the effect of tto was the same as that of 02% chx at a specific concentration in summary we suggest that tto is a potential anticariogenic agent that can be used against s mutans,In Vitro Evaluation of the Antibacterial Properties of Tea Tree Oil on Planktonic and Biofilm-Forming Streptococcus mutans.,https://doi.org/10.1208/s12249-020-01753-6; https://www.ncbi.nlm.nih.gov/pubmed/32767025/
116027,23.0,0.6353999972343445,"concentration, effect, use, dose, increase, high, water, low, show, vitamin",fermented vinegar is prepared from grains and medicinal plants here we produced vinegar from peeled and unpeeled roots of bellflowers (platycodon grandiflorum) using acetobacter pasteurianus a11-2 and analyzed bellflower vinegar (bv) samples using gas chromatography-mass spectrometry and quadrupole time-of-flight mass spectrometry over 15 days of fermentation to assess the quality we also evaluated their antibacterial and immunoenhancing effects using raw 2647 macrophage cells the major metabolites in bv are organic acids with the main volatile compounds being ethyl acetate isoamyl acetate 1-pentanol hydroxypropanoic acid and malonic acid when we fermented bv from unpeeled roots for 10 days with a starter culture we observed significant antibacterial and immunoenhancing effects in macrophages therefore we could determine the metabolite and functional differences in vinegar obtained from bellflower roots and proposed that bellflower roots with peel are an effective substrate for developing vinegar and healthy food products,Metabolite Profile and Immunomodulatory Properties of Bellflower Root Vinegar Produced Using Acetobacter pasteurianus A11-2.,https://doi.org/10.3390/foods9081063; https://www.ncbi.nlm.nih.gov/pubmed/32764333/
173877,23.0,0.6317999958992004,"concentration, effect, use, dose, increase, high, water, low, show, vitamin",a high-molecular weight hyaluronan is oxidatively degraded by cu(ii) ions and ascorbate—the so called weissberger biogenic oxidative system—which is one of the most potent generators of reactive oxygen species namely (•)oh radicals ergothioneine hercynine or histidine were loaded into chitosanhyaluronan composite membranes to examine their effect on skin wound healing in ischemic rabbits we also explored the ability of ergothioneine hercynine or histidine to inhibit hyaluronan degradation rotational viscometry showed that ergothioneine decreased the degree of hyaluronan radical degradation in a dose-dependent manner while histidine was shown to be potent in scavenging (•)oh radicals however hercynine was ineffective in vivo results showed that the addition of each investigated agent to chitosanhyaluronan membranes contributed to a more potent treatment of ischemic skin wounds in rabbits compared to untreated animals and animals treated only with chitosanhyaluronan membranes,"Impact of Ergothioneine, Hercynine, and Histidine on Oxidative Degradation of Hyaluronan and Wound Healing",https://www.ncbi.nlm.nih.gov/pubmed/33383628/; https://doi.org/10.3390/polym13010095
146807,23.0,0.6294000148773193,"concentration, effect, use, dose, increase, high, water, low, show, vitamin",manganese (mn) toxicity is common in plants grown on very acid soils however some plants species that grow in this condition can take up high amounts of mn and are referred to as hyperaccumulating species in this study we evaluated the capacity of ilex paraguariensis to accumulate mn and the effect of excessive concentrations on plant growth and nutrition for this a container experiment was conducted using soils from different parent materials (basalt and sandstone) with and without liming and at six doses of applied mn (0 30 90 270 540 and 1080 mg kg-1) clonal plants grown for 203 days were harvested to evaluate yield and leaf tissue samples were evaluated for mn and other elements without liming and with high mn doses leaf mn concentrations reached 13452 and 12127 mg kg-1 in sandstone and basalt soils respectively; concentrations in excess of 10000 mg kg-1 are characteristic of hyperaccumulating plants liming reduced these values to 7203 and 8030 mg kg-1 more plant growth accompanied increased mn leaf concentrations with a growth reduction noted at the highest dose in unlimed soils elemental distribution showed mn presence in the mesophyll primarily in vascular bundles without high mn precipitates interveinal chlorosis of young leaves associated with high mn concentration and lower fe concentrations was observed especially in sandstone soil without liming however the occurrence of this symptom was not associated with decreased plant growth,Manganese hyperaccumulation capacity of Ilex paraguariensis A. St. Hil. and occurrence of interveinal chlorosis induced by transient toxicity.,https://doi.org/10.1016/j.ecoenv.2020.111010; https://www.ncbi.nlm.nih.gov/pubmed/32888587/
83894,23.0,0.6273999810218811,"concentration, effect, use, dose, increase, high, water, low, show, vitamin",single denitrification using bacteria has been widely investigated but few studies have focused on the simultaneous removal of nitrate phosphorus and tetracycline strain l2 an iron-reducing bacteria was immobilized using chitosanpolyvinyl alcohol to simultaneously remove nitrate and phosphorus the effects of carbonnitrogen ratio (11 151 and 21) initial fe2+ concentration (0 15 and 30 mg·l-1) and hrt (2 4 and 6 h) were assessed in bioreactors and optimum conditions were established results showed that the nitrate and phosphorus removal efficiency reached 10000% (2697 mg·l-1·h-1) and 8193% (1533 mg·l-1·h-1) under the conditions of carbonnitrogen of 21 fe2+ concentration of 30 mg·l-1 and hrt of 6 h the precipitation of bioreactor which identified as feooh by xrd had significant adsorption on tetracycline the results of high-throughput sequencing indicated that strain l2 played a significant role in denitrification this bioreactor provided effective method for the treatment of polluted water contaminated by nitrate phosphorus and tetracycline,Highly efficient nitrate and phosphorus removal and adsorption of tetracycline by precipitation in a chitosan/polyvinyl alcohol immobilized bioreactor.,https://doi.org/10.1007/s00449-020-02365-x; https://www.ncbi.nlm.nih.gov/pubmed/32418134/
126928,23.0,0.6254000067710876,"concentration, effect, use, dose, increase, high, water, low, show, vitamin",filtration group's ag industries which manufactures respiratory filters used in ventilators oxygen concentrators and cpapbipap machines has increased its production of bacterialviral filters by 1500% on pre-covid-19 levels,Covid-19: AG Industries increases ventilator filter production,https://api.elsevier.com/content/article/pii/S1365693720302161; https://www.sciencedirect.com/science/article/pii/S1365693720302161
50531,23.0,0.6194999814033508,"concentration, effect, use, dose, increase, high, water, low, show, vitamin",this study was carried out to determine the volatile compounds from four samples of fresh wet noodles and the changes in the volatile compound composition during the storage process the ﻿﻿volatile compounds ﻿from four samples of fresh wet noodles were characterized by headspace solid-phase microextraction coupled with gas chromatography-mass spectrometry (hs-spmegc-ms) the compositions of the volatile compounds varied among fresh and cooked wet noodles made from the raw potatowheat flour or wheat flour a total of 194 volatile compounds were detected in the raw potato noodles main volatiles including aldehydes alcohols ketones esters and organic acids the total volatile compounds in the potatowheat flour noodle samples contained mainly aldehyde compounds and were greater than those in the wheat noodles the total volatile compounds in the cooked noodle samples were greater than those in raw noodle samples alcohols and ketones were the least common types of volatile substances in the samples at 0 h during storage time alcohols and ketones were increased in volatile substances and the amount of acids increased dramatically the results indicated that the aroma of fresh wet noodles was affected by the storage process,Volatile Compounds of Different Fresh Wet Noodle Cultivars Evaluated by Headspace Solid-Phase Microextraction-Gas Chromatography-Mass Spectrometry.,https://doi.org/10.1590/0001-3765202020190063; https://www.ncbi.nlm.nih.gov/pubmed/33263657/
241612,23.0,0.611299991607666,"concentration, effect, use, dose, increase, high, water, low, show, vitamin",the aim of this study was to investigate the phytochemicals using reverse-phase high pressure liquid chromatography (rp-hplc) antioxidant antifungal and antibacterial activities of seriphidium oliverianum stem extracts the extraction was carried out by conventional shaking process (csp) and ultrasonic assisted process (uap) the highest total phenolic contents (9785 ± 0735 mg gallic acid equivalent (gae)g sample) and flavonoid contents (18815 ± 053 mg catechin equivalent (ce)g sample) were found in methanol extract obtained by csp antioxidant activity was investigated using dpph° scavenging assay and reducing power assay methanol extract using uap showed the highest dpph° scavenging activity (7995% ± 180%) followed by methanol and butanol extracts obtained through csp moreover methanol extracts using csp showed highest reducing activity (1032 ± 00205 absorbance) in-vitro antimicrobial activity was studied using most common infection causing fungal and bacterial strains anti-fungal activity of methanol extract using csp showed the highest zone of inhibition (105 mm) against f avenaceum fungal strain while aqueous extracts obtained through showed the highest antibacterial activity (22 ± 132 mm zone of inhibition) against s aureus the results showed that the methanol stem extract of s oliverianum is a valued candidate for further screening and could be processed for in-vivo infection induced animal trials,"Phytochemical Analysis, Antioxidant and Antimicrobial Screening of Seriphidium Oliverianum Plant Extracts",https://www.ncbi.nlm.nih.gov/pubmed/33867895/; https://doi.org/10.1177/15593258211004739
123196,23.0,0.6087999939918518,"concentration, effect, use, dose, increase, high, water, low, show, vitamin",population shifts in the activated sludge microbiome of a membrane bioreactor (mbr) during the treatment of ramen noodle-soup wastewater were analyzed by high-throughput sequencing an mbr underwent stable treatment of wastewater containing increasing oil concentrations (from 135 to 1350 mgl) for 26 days; however after feeding with wastewater containing 2700 mgl of oil the mixed liquor suspended solids and transmembrane pressure exhibited gradual and rapid increases respectively leading to clogging of the membrane phylogenetic analysis revealed an oil supply-dependent increase in the abundance of cupriavidus gilardii (relative abundance of 262% at day 30) in the sludge together with parasegetibacter terrae (99%) and ferruginibacter yonginensis (94%) these dominant species may play important roles in noodle-soup wastewater treatment,Activated sludge microbiome in a membrane bioreactor for treating Ramen noodle-soup wastewater.,https://doi.org/10.2323/jgam.2020.01.006; https://www.ncbi.nlm.nih.gov/pubmed/32830155/
111491,23.0,0.6050000190734863,"concentration, effect, use, dose, increase, high, water, low, show, vitamin",background and aim abnormal aggregation of oxidized low-density lipoprotein (ox-ldl) in vascular endothelial cells (vecs) is one of the major pathological changes in atherosclerotic lesions our research aimed to assess the mechanism of humanin (hn) in promoting autophagic degradation of ox-ldl in huvecs methods and results flow cytometry and lipid quantitation results showed that ox-ldl caused lipid and cholesterol accumulation in huvecs western blot results showed that ox-ldl increased the expression of autophagy-related proteins p62 and lc3-ii in a concentration-dependent manner the cathepsin d activity assay showed that ox-ldl inhibited the function of cathepsin d hng pretreatment reduced lipid and cholesterol aggregation in huvecs induced by ox-ldl increased lc3-ii protein level decreased p62 protein content and reversed ox-ldl-induced cathepsin d functional impairment inhibition of the fprl1 pathway by fprl1 sirna or the fprl1-specific inhibitor boc-mlf blocked all hng's protective effects these results indicate that hng could restore cathepsin d activity and protein level in huvecs to repair lysosomal functional damage induced by ox-ldl further repairing ox-ldl-induced autophagic damage in huvecs conclusion hng restores the activity of ox-ldl-induced damaged lysosomal enzyme cathepsin d through its membrane protein receptor fprl1 to promote autophagic degradation of ox-ldl in huvecs,[Gly14]-humanin restores cathepsin D function via FPRL1 and promotes autophagic degradation of Ox-LDL in HUVECs.,https://doi.org/10.1016/j.numecd.2020.07.022; https://www.ncbi.nlm.nih.gov/pubmed/32917500/
99218,24.0,0.7972999811172485,"network, work, social, interaction, relationship, space, classification, event, environment, employee",it was shown in [4] that the quasi-polish spaces introduced in [2] can be equivalently characterized as spaces of ideals in the following sense,Some Notes on Spaces of Ideals and Computable Topology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7309489/
99206,24.0,0.7213000059127808,"network, work, social, interaction, relationship, space, classification, event, environment, employee",there are continuum many homeomorphism types of polish spaces in particular there is a polish space which is not homeomorphic to any computably presented polish space we examine the details of degrees of non-computability of presenting homeomorphic copies of polish spaces,Degrees of Non-computability of Homeomorphism Types of Polish Spaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7309475/
96748,24.0,0.6248999834060669,"network, work, social, interaction, relationship, space, classification, event, environment, employee",we argue that there is a link between implicit computational complexity theory and the theory of reversible computation we show that the complexity classes [formula see text] and [formula see text] can be captured by inherently reversible programming languages,Reversible Programming Languages Capturing Complexity Classes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7345302/
87509,24.0,0.5896999835968018,"network, work, social, interaction, relationship, space, classification, event, environment, employee",we consider the range of possible dynamics of cellular automata (ca) on two-sided beta-shifts [formula see text] we show that any reversible ca [formula see text] has an almost equicontinuous direction whenever [formula see text] is not sofic this has the corollary that non-sofic beta-shifts are topologically direct prime ie they are not conjugate to direct topological factorizations [formula see text] of two nontrivial subshifts x and y we also make some preliminary observations on direct topological factorizations of beta-shifts that are subshifts of finite type,Dynamics of Cellular Automata on Beta-Shifts and Direct Topological Factorizations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7247874/
65966,24.0,0.5720999836921692,"network, work, social, interaction, relationship, space, classification, event, environment, employee",we show that it is decidable whether or not a relation on the reals definable in the structure [formula see text] can be defined in the structure [formula see text] this result is achieved by obtaining a topological characterization of [formula see text]-definable relations in the family of [formula see text]-definable relations and then by following muchnik’s approach of showing that this characterization can be expressed in the logic of [formula see text],[Formula: see text] Is Decidable in [Formula: see text],https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206654/
71435,24.0,0.5414000153541565,"network, work, social, interaction, relationship, space, classification, event, environment, employee",in isolation we are physically apart; in solidarity we are together the covid-19 pandemic emphasizes our social responsibility to maintain physical distance from one another in doing so we solidify our collective strength,Cohesion in Distancing.,https://doi.org/10.1001/amajethics.2020.344; https://www.ncbi.nlm.nih.gov/pubmed/32345430/
70169,24.0,0.5396000146865845,"network, work, social, interaction, relationship, space, classification, event, environment, employee",entity linking is a fundamental task in natural language processing which deals with the lexical ambiguity in texts an important component in entity linking approaches is the mention-to-entity prior probability even though there is a large number of works in entity linking the existing approaches do not explicitly consider the time aspect specifically the temporality of an entity’s prior probability we posit that this prior probability is temporal in nature and affects the performance of entity linking systems in this paper we systematically study the effect of the prior on the entity linking performance over the temporal validity of both texts and kbs,On the Temporality of Priors in Entity Linking,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148058/
150317,24.0,0.5335000157356262,"network, work, social, interaction, relationship, space, classification, event, environment, employee",viruses are no lone wolves they have social lives and work together in ways we ignore at our peril finds graham lawton,The great viral team-up,https://doi.org/10.1016/s0262-4079(20)31887-x; https://api.elsevier.com/content/article/pii/S026240792031887X; https://www.ncbi.nlm.nih.gov/pubmed/33518959/; https://www.sciencedirect.com/science/article/pii/S026240792031887X
82611,24.0,0.5241000056266785,"network, work, social, interaction, relationship, space, classification, event, environment, employee",the execution of an event in a complex and distributed system where the dependencies vary during the evolution of the system can be represented in many ways and one of them is to use context-dependent event structures many kinds of event structures are related to various kind of petri nets the aim of this paper is to find the appropriate kind of petri net that can be used to give an operational flavour to the dependencies represented in a contextdependent event structure,Operational Representation of Dependencies in Context-Dependent Event Structures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7282849/
212220,24.0,0.5090000033378601,"network, work, social, interaction, relationship, space, classification, event, environment, employee",this letter comments on the letter by alain putot,Reply to: Comment on Predicting In‐Hospital Mortality in COVID‐19 Older Patients with Specifically Developed Scores,https://www.ncbi.nlm.nih.gov/pubmed/33426636/; https://doi.org/10.1111/jgs.17031
224734,24.0,0.5090000033378601,"network, work, social, interaction, relationship, space, classification, event, environment, employee",this letter comments on the letter by fredrick sherman,Reply to: Comment on: Virtual funerals: A feasible and safer option during the COVID‐19 pandemic,https://doi.org/10.1111/jgs.17042; https://www.ncbi.nlm.nih.gov/pubmed/33460463/
99146,24.0,0.5090000033378601,"network, work, social, interaction, relationship, space, classification, event, environment, employee",this letter comments on the letter by cedric annweiler,"Reply to: Neurological, Cognitive and Behavioral Disorders During COVID‐19: The Nitric Oxide Track",https://www.ncbi.nlm.nih.gov/pubmed/32583460/; https://doi.org/10.1111/jgs.16670
123264,24.0,0.5077999830245972,"network, work, social, interaction, relationship, space, classification, event, environment, employee","we comment on s carlip's recent letter""hiding the cosmological constant""[phys rev lett 123 131302]","Comment on""Hiding the Cosmological Constant""",https://www.ncbi.nlm.nih.gov/pubmed/32909781/; https://arxiv.org/pdf/2008.09314v1.pdf; https://doi.org/10.1103/physrevlett.125.089001
244488,24.0,0.5022000074386597,"network, work, social, interaction, relationship, space, classification, event, environment, employee",based on the affective events theory this paper discusses the influence of job insecurity on employees’ extra-role behavior the mediating effect of negative emotion and the moderating effect of workplace friendship are also tested the results of an empirical analysis based on the data of 327 employees show that job insecurity has a significant negative impact on employees’ extra-role behavior negative emotion plays a mediating role in the relationship between job insecurity and extra-role behavior workplace friendship moderated the relationship between job insecurity and negative emotions as well as between job insecurity and extra-role behavior workplace friendship also moderates the mediating effect of negative emotion on the relationship between job insecurity and extra-role behavior that is the higher the level of the workplace friendship is the weaker the mediation role mentioned above will be the research results have implications for the sustainable development of the organization,Job Insecurity and Employees’ Extra-Role Behavior: Moderated Mediation Model of Negative Emotion and Workplace Friendship,https://doi.org/10.3389/fpsyg.2021.631062; https://www.ncbi.nlm.nih.gov/pubmed/33889109/
112168,24.0,0.4991999864578247,"network, work, social, interaction, relationship, space, classification, event, environment, employee",behavior diffusion through social networks is a key social process it may be guided by various factors such as network topology type of propagated behavior and the strength of network connections in this paper we claim that the type of social interactions is also an important ingredient of behavioral diffusion we examine the spread of academic achievements of first-year undergraduate students through friendship and study assistance networks applying stochastic actor-oriented modeling we show that informal social connections transmit performance while instrumental connections do not the results highlight the importance of friendship in educational environments and contribute to debates on the behavior spread in social networks,How academic achievement spreads: The role of distinct social networks in academic performance diffusion,https://doi.org/10.1371/journal.pone.0236737; https://www.ncbi.nlm.nih.gov/pubmed/32716973/
89737,24.0,0.4968000054359436,"network, work, social, interaction, relationship, space, classification, event, environment, employee",germany's sartorius ag has been working with organisations in china – supporting their work in developing a coronavirus vaccine,Sartorius supports coronavirus vaccine research in China,https://www.sciencedirect.com/science/article/pii/S0958211820300835; https://api.elsevier.com/content/article/pii/S0958211820300835
83385,24.0,0.4923999905586242,"network, work, social, interaction, relationship, space, classification, event, environment, employee",the purpose of the paper is to present the first self-stabilizing algorithm for finding [formula see text] one-to-many node-disjoint paths in message passing model two paths in a network are said to be node disjoint if they do not share any nodes except for the endpoints our proposed algorithm works on n-dimensional star networks [formula see text] given a source node s and a set of [formula see text] of [formula see text] destination nodes in the n-dimensional star network our algorithm constructs [formula see text] node-disjoints paths [formula see text] where [formula see text] is a path from s to [formula see text] [formula see text] since the proposed solution is self-stabilizing [7] it does not require initialization and withstands transient faults the stabilization time of our algorithm is [formula see text] rounds,A Self-stabilizing One-To-Many Node Disjoint Paths Routing Algorithm in Star Networks,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7276262/
96772,24.0,0.4878000020980835,"network, work, social, interaction, relationship, space, classification, event, environment, employee",one of the well-known results in concurrency theory concerns the relationship between event structures and occurrence nets an occurrence net can be associated with a prime event structure and vice versa more generally the relationships between various forms of event structures and suitable forms of nets have been long established good examples are the close relationship between inhibitor event structures and inhibitor occurrence nets or between asymmetric event structures and asymmetric occurrence nets several forms of event structures suited for the modelling of reversible computation have recently been developed; also a method for reversing occurrence nets has been proposed this paper bridges the gap between reversible event structures and reversible nets we introduce the notion of reversible occurrence net which is a generalisation of the notion of reversible unfolding we show that reversible occurrence nets correspond precisely to a subclass of reversible prime event structures the causal reversible prime event structures,Reversible Occurrence Nets and Causal Reversible Prime Event Structures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7342081/
89342,24.0,0.4860999882221222,"network, work, social, interaction, relationship, space, classification, event, environment, employee",the word problem for a finite set of ground identities is known to be decidable in polynomial time and this is also the case if some of the function symbols are assumed to be commutative we show that decidability in p is preserved if we also assume that certain function symbols f are extensional in the sense that [formula see text] implies [formula see text] in addition we investigate a variant of extensionality that is more appropriate for commutative function symbols but which raises the complexity of the word problem to conp,Deciding the Word Problem for Ground Identities with Commutative and Extensional Symbols,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7324137/
72170,24.0,0.4855999946594238,"network, work, social, interaction, relationship, space, classification, event, environment, employee",we generalize the classical sharp bounds for the largest eigenvalue of the normalized laplace operator $\frac{n}{n-1}\leq \lambda_n\leq 2$ to the case of chemical hypergraphs,Sharp bounds for the largest eigenvalue of the normalized hypergraph Laplace Operator,https://arxiv.org/pdf/2004.02154v2.pdf
98858,25.0,0.9678000211715698,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",tocilizumab has been recognized as one of the few existing biologic useful for combating covid-19 infections especially in critically ill patient we had experience in treating five critically ill patients with severe lung injury who were covid-19 positive with tocilizumab in the present case series we have attempted to summarize their clinical profile changes in laboratory biomarkers and outcomes,Efficacy and safety of tocilizumab in critically ill adults with COVID-19 infection in Bahrain: A report of 5 cases,https://www.sciencedirect.com/science/article/pii/S2213007120303440?v=s5; https://doi.org/10.1016/j.rmcr.2020.101139; https://www.ncbi.nlm.nih.gov/pubmed/32632355/; https://api.elsevier.com/content/article/pii/S2213007120303440
92292,25.0,0.9517999887466432,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",coronavirus disease 2019 (covid-19) typically presents with pulmonary symptoms extra-pulmonary symptomatology of covid-19 has drawn significant attention however information about the incidence course and outcomes of acute pancreatitis in these patients is still limited,COVID-19 and Acute Pancreatitis: What Do Surgeons Need to Know?,https://doi.org/10.1007/s12262-020-02447-w; https://www.ncbi.nlm.nih.gov/pubmed/32837065/
127704,25.0,0.9517999887466432,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",coronavirus disease 2019 (covid-19) has a high incidence of cardiac involvement commonly described as a new-onset cardiomyopathy in this report we describe a patient with a new manifestation of cardiac involvement in the setting of a covid-19 diagnosis that of takotsubo cardiomyopathy,Takotsubo Cardiomyopathy in a Coronavirus Disease-2019-Positive Patient: A Case Report.,https://doi.org/10.1213/xaa.0000000000001304; https://www.ncbi.nlm.nih.gov/pubmed/32985848/
150622,25.0,0.9397000074386596,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",•prone positioning improves oxygenation in patients with ards•reducing rv dysfunction is vital as reduced rvls is associated with increased mortality•prone positioning may assist cardiac function by offloading pressure from the rv,"Focus, not point-of-care, echocardiography in prone position: It can be done in COVID-19 patients.",https://www.ncbi.nlm.nih.gov/pubmed/33134650/; https://www.sciencedirect.com/science/article/pii/S2468644120301717?v=s5; https://doi.org/10.1016/j.case.2020.10.007; https://api.elsevier.com/content/article/pii/S2468644120301717
115503,25.0,0.9122999906539916,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",helmet cpap treatment fails in up to 44% of patients with moderate-to-severe hypoxemic acute respiratory failure due to covid-19 pneumonia,"Helmet CPAP treatment in patients with COVID-19 pneumonia: a multicenter, cohort study",https://doi.org/10.1183/13993003.01935-2020; https://www.ncbi.nlm.nih.gov/pubmed/32747395/
108867,25.0,0.8948000073432922,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",invasive pulmonary aspergillosis is a complication in critically ill patients with acute respiratory distress syndrome especially those with severe influenza pneumonia we report a fatal case of invasive pulmonary aspergillosis in an immunocompetent patient in france who had severe coronavirus disease–associated pneumonia,Fatal Invasive Aspergillosis and Coronavirus Disease in an Immunocompetent Patient,https://www.ncbi.nlm.nih.gov/pubmed/32343223/; https://doi.org/10.3201/eid2607.201603
153321,25.0,0.8919000029563904,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",a 69‐year‐old man with a history of type 2 diabetes and high blood pressure was diagnosed with coronavirus disease 2019 (covid‐19) he had hyperferritinaemia and respiratory failure despite the initiation of favipiravir and high‐dose corticosteroid and ceftriaxone his respiratory failure progressed and serum ferritin levels increased after polymyxin b‐immobilized fibre column direct haemoperfusion (pmx‐dhp) therapy there was improvement of the respiratory failure and hyperferritinaemia we report the first case of covid‐19‐induced hyperferritinaemia and severe respiratory failure successfully treated by pmx‐dhp,Polymyxin B haemoperfusion treatment for respiratory failure and hyperferritinaemia due to COVID‐19,https://doi.org/10.1002/rcr2.679; https://www.ncbi.nlm.nih.gov/pubmed/33163186/
109324,25.0,0.8884999752044678,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",covid-19 patients with preexisting diseases are at high risk of worse clinical outcomes there is little data about patients with different comorbidities and how to deal with them we reported a case of a patient with severe aplastic anemia complicated with covid-19 who improved but turned worse rapidly and died in septic shock,Lessons from a patient with severe aplastic anemia complicated with COVID-19,https://api.elsevier.com/content/article/pii/S1015958420302177; https://www.sciencedirect.com/science/article/pii/S1015958420302177?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/33041186/; https://doi.org/10.1016/j.asjsur.2020.07.007
141416,25.0,0.8792999982833862,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",at fi rst covid-19 was thought to be primarily a respiratory disease progressing in some patients to serious respiratory symptoms pneumonia severe respiratory distress syndrome and even death later analysis revealed entire systems were compromised affecting other vital organs including the kidneys and a correlation was observed between chronic kidney disease (ckd) and covid-19 severity covid-19 severity,"COVID-19 and the Kidneys: Risk, Damage and Sequelae.",https://www.ncbi.nlm.nih.gov/pubmed/33295327/
105652,25.0,0.8745999932289124,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",patient concerns about the possible increased susceptibility to coronavirus disease 19 (covid-19) infection or a more severe course of the disease when treated with immunosuppressive therapy may lead to lower treatment compliance,"Compliance, safety concerns and anxiety in patients treated with biologics for psoriasis during the COVID‐19 pandemic national lockdown: a multicenter study in the Czech Republic",https://doi.org/10.1111/jdv.16771; https://www.ncbi.nlm.nih.gov/pubmed/32594549/
